Task_ID,Priority,Project_ID,Project_code,Category,Total_developers,TaskPerformance,DeveloperPerformance,Hours_estimate,Hours_logged,Difference,Estimate_Effort
3594,5,11,PC11,Bug,1,0,0,0.5,0.5,0,1.012931034
3596,1,2,PC2,Enhancement,1,0,0,14,14,0,2.75862069
3597,1,16,PC16,Enhancement,1,0,0,4,4,0,1.465517241
3606,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
3609,1,16,PC16,Enhancement,1,0,0,4,4,0,1.465517241
3614,3,2,PC2,Bug,1,0,0,4,4,0,1.465517241
3638,2,11,PC11,Release,1,0,0,7,7,0,1.853448276
3640,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
3647,1,11,PC11,Release,1,0,0,1.5,1.5,0,1.142241379
3654,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
3667,4,17,PC17,Enhancement,1,0,0,4,4,0,1.465517241
3668,1,11,PC11,Enhancement,1,0,0,1,1,0,1.077586207
3676,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
3684,1,17,PC17,Enhancement,1,0,0,2,2,0,1.206896552
3686,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
3696,1,9,PC9,Bug,1,0,0,1,1,0,1.077586207
3697,1,9,PC9,Bug,1,0,0,1,1,0,1.077586207
3711,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
3713,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
3720,6,17,PC17,Enhancement,1,0,0,2,2,0,1.206896552
3721,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
3728,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
3733,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
3742,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
3743,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
3752,5,2,PC2,Enhancement,1,0,0,7,7,0,1.853448276
3753,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
3760,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
3773,1,11,PC11,Release,1,0,0,0.75,0.75,0,1.045258621
3810,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
3811,4,11,PC11,Enhancement,1,0,0,0.5,0.5,0,1.012931034
3815,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
3817,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
3818,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
3826,5,2,PC2,Enhancement,1,0,0,7,7,0,1.853448276
3834,2,2,PC2,Bug,1,0,NA,1,1,0,1.077586207
3834,2,2,PC2,Bug,1,0,0.5,1,1,0,1.077586207
3847,5,2,PC2,Bug,1,0,NA,1,1,0,1.077586207
3850,1,9,PC9,Release,1,0,0,0.75,0.75,0,1.045258621
3857,1,2,PC2,Enhancement,1,0,0,0.75,0.75,0,1.045258621
3860,5,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
3865,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
3868,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
3870,5,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
3875,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
3876,6,17,PC17,Enhancement,1,0,0,7,7,0,1.853448276
3877,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
3901,5,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
3908,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
3925,1,11,PC11,Enhancement,1,0,0,0.5,0.5,0,1.012931034
3939,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
3986,1,2,PC2,Bug,1,0,0,14,14,0,2.75862069
3987,1,2,PC2,Bug,1,0,NA,21,21,0,3.663793103
3987,1,2,PC2,Bug,1,0,NA,21,21,0,3.663793103
3987,1,2,PC2,Bug,1,0,14,21,21,0,3.663793103
4015,1,2,PC2,Release,1,0,0,0.75,0.75,0,1.045258621
4029,1,11,PC11,Bug,1,0,0,0.5,0.5,0,1.012931034
4030,1,11,PC11,Bug,1,0,0,1,1,0,1.077586207
4041,2,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
4043,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4063,6,8,PC8,Enhancement,1,0,0,1,1,0,1.077586207
4065,3,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4083,1,2,PC2,Bug,1,0,0,4,4,0,1.465517241
4088,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4090,1,2,PC2,Release,1,0,0,2,2,0,1.206896552
4107,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4122,1,2,PC2,Bug,1,0,NA,0.5,0.5,0,1.012931034
4131,10,9,PC9,Bug,1,0,0,1,1,0,1.077586207
4138,3,2,PC2,Bug,1,0,0,2,2,0,1.206896552
4153,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4157,10,9,PC9,Enhancement,1,0,0,5,5,0,1.594827586
4169,4,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4171,5,2,PC2,Release,1,0,0,1,1,0,1.077586207
4173,10,11,PC11,Bug,1,0,0,5,5,0,1.594827586
4174,1,9,PC9,Bug,1,0,0,4,4,0,1.465517241
4182,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
4199,1,9,PC9,Release,1,0,0,1,1,0,1.077586207
4203,1,11,PC11,Bug,1,0,0,1.5,1.5,0,1.142241379
4213,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
4217,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4265,1,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
4269,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
4287,1,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
4294,2,16,PC16,Testing,1,0,0,7,7,0,1.853448276
4320,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
4325,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4342,1,2,PC2,Release,1,0,0,2,2,0,1.206896552
4347,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4352,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4357,3,2,PC2,Enhancement,1,0,0.75,1.5,1.5,0,1.142241379
4357,3,2,PC2,Enhancement,1,0,NA,1.5,1.5,0,1.142241379
4358,5,2,PC2,Enhancement,1,0,0,12,12,0,2.5
4359,5,2,PC2,Enhancement,1,0,0,10,10,0,2.24137931
4360,5,2,PC2,Enhancement,1,0,0,7,7,0,1.853448276
4370,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4380,3,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4395,5,2,PC2,Bug,1,0,0,2.5,2.5,0,1.271551724
4396,1,9,PC9,Bug,1,0,0,1,1,0,1.077586207
4401,1,2,PC2,Testing,1,0,0,1,1,0,1.077586207
4405,1,17,PC17,Bug,1,0,0,1,1,0,1.077586207
4406,4,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4411,5,2,PC2,Bug,1,0,0,2,2,0,1.206896552
4413,2,17,PC17,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4416,5,11,PC11,Bug,1,0,0,0.5,0.5,0,1.012931034
4420,1,2,PC2,Testing,1,0,0,0.5,0.5,0,1.012931034
4422,1,2,PC2,Enhancement,1,0,0,3,3,0,1.336206897
4446,5,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4449,5,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4459,2,2,PC2,Enhancement,1,0,0,5,5,0,1.594827586
4462,10,2,PC2,Testing,1,0,0,1,1,0,1.077586207
4472,4,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
4477,2,2,PC2,Enhancement,1,0,0,7,7,0,1.853448276
4480,1,2,PC2,Enhancement,1,0,0,5,5,0,1.594827586
4497,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
4502,2,2,PC2,Enhancement,1,0,0,7,7,0,1.853448276
4518,6,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4535,3,2,PC2,Bug,1,0,NA,7,7,0,1.853448276
4535,3,2,PC2,Bug,1,0,1.5,7,7,0,1.853448276
4545,3,2,PC2,Enhancement,1,0,1.5,4,4,0,1.465517241
4545,3,2,PC2,Enhancement,1,0,NA,4,4,0,1.465517241
4556,2,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
4560,2,2,PC2,Bug,1,0,0,4,4,0,1.465517241
4566,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4575,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4586,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4590,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4591,2,2,PC2,Bug,1,0,0,2,2,0,1.206896552
4597,2,2,PC2,Bug,1,0,0,2,2,0,1.206896552
4601,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4606,1,17,PC17,Enhancement,1,0,0,1,1,0,1.077586207
4610,2,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
4613,2,2,PC2,Bug,1,0,0,3,3,0,1.336206897
4617,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4622,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4627,1,17,PC17,Enhancement,1,0,0,7,7,0,1.853448276
4629,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4640,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4643,8,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4644,10,18,PC18,Testing,1,0,0,0.5,0.5,0,1.012931034
4654,5,9,PC9,Release,1,0,0,0.5,0.5,0,1.012931034
4658,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4660,2,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
4661,8,2,PC2,Testing,1,0,0,4.5,4.5,0,1.530172414
4674,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
4676,6,2,PC2,Bug,1,0,0,2,2,0,1.206896552
4677,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4678,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4687,5,9,PC9,Enhancement,1,0,0,7,7,0,1.853448276
4693,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4706,1,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
4707,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4710,5,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4719,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4729,2,2,PC2,Enhancement,1,0,0,3,3,0,1.336206897
4734,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
4735,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4739,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4740,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4741,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4742,2,2,PC2,Bug,1,0,0,2,2,0,1.206896552
4744,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4756,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4757,2,2,PC2,Enhancement,1,0,0,3,3,0,1.336206897
4758,2,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
4769,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4772,2,2,PC2,Enhancement,1,0,0,3,3,0,1.336206897
4787,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
4788,6,2,PC2,Bug,1,0,0,3,3,0,1.336206897
4789,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4804,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4808,1,17,PC17,Bug,1,0,0,3,3,0,1.336206897
4813,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4814,2,2,PC2,Enhancement,1,0,0,3,3,0,1.336206897
4821,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
4825,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4827,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4829,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4836,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
4850,1,2,PC2,Bug,1,0,0,3.5,3.5,0,1.400862069
4851,5,18,PC18,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4867,5,8,PC8,Bug,1,0,0,1,1,0,1.077586207
4880,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4890,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4891,1,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
4899,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4904,5,9,PC9,Enhancement,1,0,0,4,4,0,1.465517241
4908,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4917,1,2,PC2,Release,1,0,0,1.5,1.5,0,1.142241379
4929,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
4935,2,2,PC2,Bug,1,0,0.5,1,1,0,1.077586207
4935,2,2,PC2,Bug,1,0,NA,1,1,0,1.077586207
4938,4,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
4939,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4941,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4943,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
4945,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4946,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4952,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4954,3,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
4957,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4960,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
4963,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4965,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
4968,1,2,PC2,Release,1,0,0,1.5,1.5,0,1.142241379
4976,3,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
4978,4,2,PC2,Testing,1,0,0,3.5,3.5,0,1.400862069
4996,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
4999,2,2,PC2,Release,1,0,0,2,2,0,1.206896552
5005,2,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5012,4,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
5017,2,2,PC2,Bug,1,0,0,2,2,0,1.206896552
5023,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
5027,2,2,PC2,Testing,1,0,0,1,1,0,1.077586207
5030,1,2,PC2,Enhancement,1,0,0.5,1,1,0,1.077586207
5030,1,2,PC2,Enhancement,1,0,NA,1,1,0,1.077586207
5037,1,2,PC2,Release,1,0,0,2,2,0,1.206896552
5038,2,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5047,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
5063,5,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5066,4,2,PC2,Enhancement,1,0,0,0.75,0.75,0,1.045258621
5067,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
5068,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
5078,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
5080,1,2,PC2,Release,1,0,0,2,2,0,1.206896552
5092,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
5094,3,2,PC2,Bug,1,0,0,5,5,0,1.594827586
5097,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5116,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5127,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5133,4,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5137,1,2,PC2,Enhancement,1,0,6.5,21,21,0,3.663793103
5137,1,2,PC2,Enhancement,1,0,NA,21,21,0,3.663793103
5138,2,2,PC2,Enhancement,1,0,0,4,4,0,1.465517241
5149,1,2,PC2,Enhancement,1,0,0,5,5,0,1.594827586
5155,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5157,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5164,1,2,PC2,Testing,1,0,0,0.75,0.75,0,1.045258621
5165,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5181,1,2,PC2,Enhancement,1,0,0,3.5,3.5,0,1.400862069
5198,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
5200,1,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
5202,2,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
5212,4,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5213,3,2,PC2,Bug,1,0,0,1,1,0,1.077586207
5218,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5222,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5251,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5267,1,16,PC16,Enhancement,1,0,0,4,4,0,1.465517241
5279,2,16,PC16,Enhancement,1,0,0,2,2,0,1.206896552
5289,5,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5297,8,16,PC16,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5298,5,2,PC2,Enhancement,1,0,0,2.5,2.5,0,1.271551724
5305,3,16,PC16,Bug,1,0,0,3,3,0,1.336206897
5315,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
5319,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
5320,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5322,4,11,PC11,Enhancement,1,0,0,1.25,1.25,0,1.109913793
5324,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5326,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5337,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5353,4,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5355,4,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5358,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5364,1,2,PC2,Enhancement,1,0,0,3.5,3.5,0,1.400862069
5376,1,9,PC9,Release,1,0,0,3.5,3.5,0,1.400862069
5388,1,2,PC2,Release,1,0,0,1,1,0,1.077586207
5391,5,9,PC9,Enhancement,1,0,0,2,2,0,1.206896552
5392,8,2,PC2,Testing,1,0,0,1,1,0,1.077586207
5399,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5413,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
5419,4,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5422,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5435,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5449,4,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5453,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5461,5,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5464,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5465,4,2,PC2,Release,1,0,0,1.5,1.5,0,1.142241379
5466,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5469,5,9,PC9,Enhancement,1,0,0,4,4,0,1.465517241
5476,3,16,PC16,Bug,1,0,0,0.5,0.5,0,1.012931034
5506,5,2,PC2,Bug,1,0,0,3,3,0,1.336206897
5510,1,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
5551,5,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5565,1,2,PC2,Release,1,0,0,7,7,0,1.853448276
5602,1,2,PC2,Bug,1,0,2,3,3,0,1.336206897
5602,1,2,PC2,Bug,1,0,NA,3,3,0,1.336206897
5622,1,2,PC2,Bug,1,0,1.5,7,7,0,1.853448276
5622,1,2,PC2,Bug,1,0,NA,7,7,0,1.853448276
5628,4,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5631,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
5633,5,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5635,4,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
5638,5,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
5639,6,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
5640,4,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5647,2,2,PC2,Bug,1,0,0,1,1,0,1.077586207
5654,3,2,PC2,Bug,1,0,0,1.5,1.5,0,1.142241379
5655,5,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5669,5,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5672,8,2,PC2,Bug,1,0,0,0.75,0.75,0,1.045258621
5674,5,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5676,3,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5683,1,2,PC2,Release,1,0,0,0.5,0.5,0,1.012931034
5685,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5686,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5692,3,2,PC2,Release,1,0,0,1.5,1.5,0,1.142241379
5695,5,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5699,1,2,PC2,Enhancement,1,0,0,4,4,0,1.465517241
5708,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5727,6,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5733,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5747,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5772,1,2,PC2,Release,1,0,0,3,3,0,1.336206897
5776,4,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5799,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5808,4,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
5835,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5845,1,2,PC2,Bug,1,0,0,1,1,0,1.077586207
5848,1,2,PC2,Bug,1,0,0,2,2,0,1.206896552
5854,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
5863,5,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
5870,3,2,PC2,Release,1,0,0,3,3,0,1.336206897
5894,5,9,PC9,Bug,1,0,0,0.5,0.5,0,1.012931034
5911,3,16,PC16,Enhancement,1,0,0,3,3,0,1.336206897
5913,2,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
5915,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
5916,2,2,PC2,Bug,1,0,0,2.5,2.5,0,1.271551724
5925,1,2,PC2,Bug,1,0,0,4.5,4.5,0,1.530172414
5933,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5948,1,2,PC2,Enhancement,1,0,0,5,5,0,1.594827586
5968,2,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
5979,5,9,PC9,Bug,1,0,0,0.75,0.75,0,1.045258621
5980,1,18,PC18,Enhancement,1,0,0,3.5,3.5,0,1.400862069
6006,1,2,PC2,Bug,1,0,0,3,3,0,1.336206897
6025,2,2,PC2,Bug,1,0,0,4,4,0,1.465517241
6029,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
6059,2,17,PC17,Enhancement,1,0,0,2,2,0,1.206896552
6068,3,2,PC2,Release,1,0,0,1,1,0,1.077586207
6070,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
6073,1,2,PC2,Bug,1,0,0,0.75,0.75,0,1.045258621
6078,5,9,PC9,Bug,1,0,NA,1,1,0,1.077586207
6078,5,9,PC9,Bug,1,0,0.5,1,1,0,1.077586207
6094,2,2,PC2,Enhancement,1,0,NA,1,1,0,1.077586207
6094,2,2,PC2,Enhancement,1,0,0.5,1,1,0,1.077586207
6114,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
6123,5,9,PC9,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6124,1,8,PC8,Bug,1,0,0,2,2,0,1.206896552
6125,2,8,PC8,Enhancement,1,0,0,4,4,0,1.465517241
6130,6,8,PC8,Enhancement,1,0,0,3,3,0,1.336206897
6145,5,9,PC9,Enhancement,1,0,0,1,1,0,1.077586207
6153,1,2,PC2,Enhancement,1,0,0,0.75,0.75,0,1.045258621
6155,7,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6161,1,9,PC9,Bug,1,0,0,2,2,0,1.206896552
6167,5,9,PC9,Enhancement,1,0,0,5,5,0,1.594827586
6180,6,9,PC9,Enhancement,1,0,0,2,2,0,1.206896552
6185,5,8,PC8,Bug,1,0,0,0.75,0.75,0,1.045258621
6191,3,2,PC2,Enhancement,1,0,0,5,5,0,1.594827586
6194,5,8,PC8,Bug,1,0,0,0.5,0.5,0,1.012931034
6197,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
6218,1,2,PC2,Enhancement,1,0,0,6,6,0,1.724137931
6223,4,18,PC18,Release,1,0,0,0.75,0.75,0,1.045258621
6237,4,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6244,5,2,PC2,Release,1,0,0,2,2,0,1.206896552
6263,5,9,PC9,Enhancement,1,0,0,2,2,0,1.206896552
6268,1,2,PC2,Enhancement,1,0,0,1,1,0,1.077586207
6277,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
6299,1,9,PC9,Bug,1,0,0,2,2,0,1.206896552
6304,4,2,PC2,Enhancement,1,0,0,1.5,1.5,0,1.142241379
6312,4,2,PC2,Release,1,0,0,1,1,0,1.077586207
6314,1,2,PC2,Enhancement,1,0,0,10,10,0,2.24137931
6344,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
6362,1,2,PC2,Bug,1,0,0,3.5,3.5,0,1.400862069
6377,5,9,PC9,Bug,1,0,0,2,2,0,1.206896552
6382,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6386,5,9,PC9,Bug,1,0,0,2,2,0,1.206896552
6392,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
6416,3,2,PC2,Release,1,0,0,2.5,2.5,0,1.271551724
6428,1,2,PC2,Enhancement,1,0,0,7,7,0,1.853448276
6443,4,2,PC2,Bug,1,0,0,3.5,3.5,0,1.400862069
6464,5,9,PC9,Bug,1,0,0,1,1,0,1.077586207
6466,5,9,PC9,Bug,1,0,0,1.5,1.5,0,1.142241379
6467,5,9,PC9,Bug,1,0,0,1.5,1.5,0,1.142241379
6468,1,9,PC9,Enhancement,1,0,0,4.5,4.5,0,1.530172414
6472,2,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6477,4,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6478,1,2,PC2,Bug,1,0,0,0.5,0.5,0,1.012931034
6490,2,17,PC17,Enhancement,1,0,0,2,2,0,1.206896552
6496,6,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
6512,5,2,PC2,Enhancement,1,0,0,2,2,0,1.206896552
6537,1,2,PC2,Enhancement,1,0,0,0.5,0.5,0,1.012931034
