Task_ID,Priority,Project_ID,Project_code,Category,Total_developers,TaskPerformance,DeveloperPerformance,Hours_estimate,Hours_logged,Difference,Estimate_Effort
4565,2,2,PC2,Enhancement,1,-4,-4,14,18,4,2.75862069
4721,5,9,PC9,Enhancement,1,-4,-4,7,11,4,1.853448276
5123,2,2,PC2,Bug,1,-4,-4,5,9,4,1.594827586
5797,1,2,PC2,Enhancement,1,4,NA,5,1,4,1.594827586
5797,1,2,PC2,Enhancement,1,4,4.5,5,1,4,1.594827586
6146,3,2,PC2,Enhancement,1,-4,-4,3.5,7.5,4,1.400862069
6157,1,2,PC2,Enhancement,1,-4,-4,4,8,4,1.465517241
6202,5,9,PC9,Enhancement,1,-4,NA,14,18,4,2.75862069
6202,5,9,PC9,Enhancement,1,-4,4,14,18,4,2.75862069
6293,5,9,PC9,Enhancement,1,-4,NA,7,11,4,1.853448276
6293,5,9,PC9,Enhancement,1,-4,1.5,7,11,4,1.853448276
6298,5,9,PC9,Enhancement,1,-4,NA,4,8,4,1.465517241
6298,5,9,PC9,Enhancement,1,-4,0,4,8,4,1.465517241
6301,5,9,PC9,Enhancement,1,4,4,8,4,4,1.982758621
6828,1,2,PC2,Enhancement,1,4,4,5,1,4,1.594827586
6840,1,9,PC9,Release,1,-4,1.5,7,11,4,1.853448276
6840,1,9,PC9,Release,1,-4,NA,7,11,4,1.853448276
6958,5,2,PC2,Release,1,4,4.5,14,10,4,2.75862069
6958,5,2,PC2,Release,1,4,NA,14,10,4,2.75862069
7026,2,2,PC2,Enhancement,1,4,4,5,1,4,1.594827586
7243,1,2,PC2,Bug,1,4,4,14,10,4,2.75862069
7307,1,2,PC2,Enhancement,1,4,4,10,6,4,2.24137931
7413,1,2,PC2,Testing,1,-4,-4,3.5,7.5,4,1.400862069
7456,5,9,PC9,Enhancement,1,-4,NA,4,8,4,1.465517241
7456,5,9,PC9,Enhancement,1,-4,0,4,8,4,1.465517241
7547,1,2,PC2,Bug,1,-4,-4,3.5,7.5,4,1.400862069
7688,5,9,PC9,Enhancement,1,-4,NA,16,20,4,3.017241379
7688,5,9,PC9,Enhancement,1,-4,4.75,16,20,4,3.017241379
7773,4,9,PC9,Enhancement,1,-4,1,7,11,4,1.853448276
7773,4,9,PC9,Enhancement,1,-4,NA,7,11,4,1.853448276
7915,2,9,PC9,Enhancement,1,-4,-4,1,5,4,1.077586207
8083,1,9,PC9,Enhancement,1,-4,NA,1,5,4,1.077586207
8083,1,9,PC9,Enhancement,1,-4,-1.5,1,5,4,1.077586207
8672,1,2,PC2,Bug,1,-4,-4,4,8,4,1.465517241
8939,1,2,PC2,Release,1,4,4,7,3,4,1.853448276
8952,1,2,PC2,Release,1,4,4,7,3,4,1.853448276
9348,2,2,PC2,Bug,1,4,4,7,3,4,1.853448276
9748,2,4,PC4,Testing,1,4,NA,21,17,4,3.663793103
9748,2,4,PC4,Testing,1,4,NA,21,17,4,3.663793103
9748,2,4,PC4,Testing,1,4,15.5,21,17,4,3.663793103
9907,3,9,PC9,Enhancement,1,-4,-4,7,11,4,1.853448276
10107,3,16,PC16,Enhancement,1,-4,-4,22.5,26.5,4,3.857758621
10173,1,9,PC9,Enhancement,1,4,4,7,3,4,1.853448276
10241,1,14,PC14,Bug,1,4,NA,7,3,4,1.853448276
10241,1,14,PC14,Bug,1,4,NA,7,3,4,1.853448276
10241,1,14,PC14,Bug,1,4,5.75,7,3,4,1.853448276
10285,1,4,PC4,Enhancement,1,-4,-4,7,11,4,1.853448276
10314,1,9,PC9,Enhancement,1,4,4,7,3,4,1.853448276
10423,1,9,PC9,Enhancement,1,4,4,5,1,4,1.594827586
10570,1,9,PC9,Bug,1,4,4,7,3,4,1.853448276
10572,1,9,PC9,Bug,1,-4,-3,2,6,4,1.206896552
10572,1,9,PC9,Bug,1,-4,NA,2,6,4,1.206896552
11312,5,13,PC13,Enhancement,1,4,NA,7,3,4,1.853448276
12118,1,13,PC13,Enhancement,1,4,4,7,3,4,1.853448276
12279,5,18,PC18,Bug,1,-4,-4,14,18,4,2.75862069
13674,3,18,PC18,Release,1,4,4,14,10,4,2.75862069
14027,3,10,PC10,Bug,1,-4,-4,7,11,4,1.853448276
5547,1,2,PC2,Release,1,3.97,3.97,7,3.03,3.97,1.853448276
13202,1,5,PC5,Enhancement,1,3.96,3.96,7,3.04,3.96,1.853448276
12139,1,6,PC6,Enhancement,1,-3.95,-3.95,4,7.95,3.95,1.465517241
6222,1,9,PC9,Enhancement,1,3.93,NA,20,16.07,3.93,3.534482759
6222,1,9,PC9,Enhancement,1,3.93,5.18,20,16.07,3.93,3.534482759
12692,1,6,PC6,Bug,1,-3.93,-3.93,15,18.93,3.93,2.887931034
14241,1,5,PC5,Bug,1,3.92,3.92,7,3.08,3.92,1.853448276
8830,1,2,PC2,Bug,1,3.9,3.9,7,3.1,3.9,1.853448276
13775,1,5,PC5,Bug,1,3.86,3.86,7,3.14,3.86,1.853448276
11999,1,6,PC6,Bug,1,3.85,3.85,7,3.15,3.85,1.853448276
13656,1,10,PC10,Enhancement,1,3.84,NA,35,31.16,3.84,5.474137931
13656,1,10,PC10,Enhancement,1,3.84,4.34,35,31.16,3.84,5.474137931
3703,1,11,PC11,Enhancement,1,-3.8,-3.8,5,8.8,3.8,1.594827586
12458,1,6,PC6,Enhancement,1,3.8,3.8,21,17.2,3.8,3.663793103
13473,1,5,PC5,Enhancement,1,-3.8,-3.8,3.5,7.3,3.8,1.400862069
5004,4,2,PC2,Enhancement,1,-3.75,-3.75,7,10.75,3.75,1.853448276
5532,1,2,PC2,Enhancement,1,-3.75,-3.75,5,8.75,3.75,1.594827586
5731,1,17,PC17,Enhancement,1,-3.75,-3.75,5,8.75,3.75,1.594827586
6899,1,2,PC2,Enhancement,1,3.75,3.75,6,2.25,3.75,1.724137931
8440,1,2,PC2,Bug,1,3.75,3.75,5,1.25,3.75,1.594827586
8536,5,2,PC2,Enhancement,1,3.75,NA,21,17.25,3.75,3.663793103
8536,5,2,PC2,Enhancement,1,3.75,12.25,21,17.25,3.75,3.663793103
8867,1,2,PC2,Bug,1,-3.75,-1.25,2.5,6.25,3.75,1.271551724
8867,1,2,PC2,Bug,1,-3.75,NA,2.5,6.25,3.75,1.271551724
8933,1,2,PC2,Release,1,3.75,3.75,7,3.25,3.75,1.853448276
9749,1,4,PC4,Release,1,-3.75,-1.5,3.5,7.25,3.75,1.400862069
9749,1,4,PC4,Release,1,-3.75,NA,3.5,7.25,3.75,1.400862069
10440,1,9,PC9,Enhancement,1,3.75,3.75,4,0.25,3.75,1.465517241
12150,1,13,PC13,Bug,1,-3.75,-3.75,2,5.75,3.75,1.206896552
12113,1,6,PC6,Enhancement,1,3.73,3.73,7,3.27,3.73,1.853448276
6414,1,8,PC8,Bug,1,3.72,3.72,4,0.28,3.72,1.465517241
7478,1,2,PC2,Enhancement,1,-3.67,-3.67,3.5,7.17,3.67,1.400862069
5900,1,9,PC9,Enhancement,1,-3.65,NA,21,24.65,3.65,3.663793103
5900,1,9,PC9,Enhancement,1,-3.65,3.35,21,24.65,3.65,3.663793103
9874,1,4,PC4,Testing,1,3.65,NA,30,26.35,3.65,4.827586207
9874,1,4,PC4,Testing,1,3.65,14.75,30,26.35,3.65,4.827586207
9874,1,4,PC4,Testing,1,3.65,NA,30,26.35,3.65,4.827586207
9874,1,4,PC4,Testing,1,3.65,NA,30,26.35,3.65,4.827586207
9874,1,4,PC4,Testing,1,3.65,NA,30,26.35,3.65,4.827586207
11633,1,6,PC6,Enhancement,1,3.63,3.63,14,10.37,3.63,2.75862069
12861,1,5,PC5,Bug,1,-3.63,-3.63,4,7.63,3.63,1.465517241
9550,1,9,PC9,Enhancement,1,3.52,3.52,14,10.48,3.52,2.75862069
2548,3,2,PC2,Enhancement,1,-3.5,-3.5,14,17.5,3.5,2.75862069
2554,3,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
2627,1,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
2676,1,2,PC2,Enhancement,1,-3.5,-3.5,3.5,7,3.5,1.400862069
2689,4,2,PC2,Enhancement,1,3.5,3.5,10.5,7,3.5,2.306034483
2691,2,2,PC2,Bug,1,-3.5,-3.5,1.75,5.25,3.5,1.174568966
2693,5,9,PC9,Enhancement,1,3.5,3.5,14,10.5,3.5,2.75862069
2698,2,9,PC9,Bug,1,-3.5,-3.5,1.75,5.25,3.5,1.174568966
2712,2,9,PC9,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
2729,2,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
2730,6,2,PC2,Enhancement,1,3.5,3.5,14,10.5,3.5,2.75862069
2736,2,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
2805,1,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
2833,2,2,PC2,Enhancement,1,-3.5,-3.5,1.75,5.25,3.5,1.174568966
2860,4,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
2869,5,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
2871,7,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
2927,3,9,PC9,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
2970,2,9,PC9,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
3003,3,2,PC2,Enhancement,1,3.5,3.5,10.5,7,3.5,2.306034483
3015,5,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
3056,2,9,PC9,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
3146,6,9,PC9,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
3162,5,9,PC9,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
3165,2,2,PC2,Enhancement,1,-3.5,-3.5,14,17.5,3.5,2.75862069
3169,1,9,PC9,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
3199,5,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
3232,2,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
3243,2,2,PC2,Enhancement,1,3.5,3.5,10.5,7,3.5,2.306034483
3293,2,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
3314,1,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
3375,4,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
3397,5,2,PC2,Bug,1,-3.5,-3.5,7,10.5,3.5,1.853448276
3407,2,2,PC2,Enhancement,1,-3.5,-3.5,7,10.5,3.5,1.853448276
3410,4,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
3421,1,2,PC2,Enhancement,1,-3.5,-3.5,7,10.5,3.5,1.853448276
3430,1,2,PC2,Bug,1,-3.5,NA,3.5,7,3.5,1.400862069
3430,1,2,PC2,Bug,1,-3.5,0,3.5,7,3.5,1.400862069
3434,3,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
3436,1,2,PC2,Bug,1,-3.5,0,3.5,7,3.5,1.400862069
3436,1,2,PC2,Bug,1,-3.5,NA,3.5,7,3.5,1.400862069
3440,4,2,PC2,Bug,1,-3.5,NA,3.5,7,3.5,1.400862069
3440,4,2,PC2,Bug,1,-3.5,0,3.5,7,3.5,1.400862069
3562,3,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
3565,1,11,PC11,Enhancement,1,-3.5,-3.5,1,4.5,3.5,1.077586207
3589,5,2,PC2,Bug,1,3.5,3.5,4,0.5,3.5,1.465517241
4069,6,2,PC2,Bug,1,-3.5,-3.5,15,18.5,3.5,2.887931034
4314,5,9,PC9,Bug,1,-3.5,-3.5,3,6.5,3.5,1.336206897
4409,1,2,PC2,Release,1,-3.5,-3.5,5,8.5,3.5,1.594827586
4434,5,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
4500,1,2,PC2,Enhancement,1,-3.5,-3.5,7,10.5,3.5,1.853448276
4812,4,2,PC2,Enhancement,1,-3.5,NA,5,8.5,3.5,1.594827586
4812,4,2,PC2,Enhancement,1,-3.5,-2.5,5,8.5,3.5,1.594827586
4874,1,2,PC2,Enhancement,1,-3.5,-3.5,7,10.5,3.5,1.853448276
4915,5,2,PC2,Enhancement,1,-3.5,-3,10,13.5,3.5,2.24137931
4915,5,2,PC2,Enhancement,1,-3.5,NA,10,13.5,3.5,2.24137931
4950,1,2,PC2,Testing,1,-3.5,-3.5,10,13.5,3.5,2.24137931
4962,1,2,PC2,Enhancement,1,-3.5,-3.5,4,7.5,3.5,1.465517241
4967,1,2,PC2,Release,1,-3.5,-3.5,7,10.5,3.5,1.853448276
5162,1,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
5482,5,9,PC9,Enhancement,1,-3.5,-2,7,10.5,3.5,1.853448276
5482,5,9,PC9,Enhancement,1,-3.5,NA,7,10.5,3.5,1.853448276
5525,1,9,PC9,Enhancement,1,3.5,3.5,21,17.5,3.5,3.663793103
5744,1,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
5764,1,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
6028,3,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
6272,1,18,PC18,Enhancement,1,-3.5,-3.5,15,18.5,3.5,2.887931034
6781,1,2,PC2,Release,1,-3.5,-3.5,7,10.5,3.5,1.853448276
6848,1,9,PC9,Enhancement,1,3.5,3.5,14,10.5,3.5,2.75862069
7321,1,2,PC2,Release,1,-3.5,-3.5,10,13.5,3.5,2.24137931
7346,1,2,PC2,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
7709,2,9,PC9,Enhancement,1,3.5,3.5,14,10.5,3.5,2.75862069
7955,1,2,PC2,Bug,1,3.5,3.5,7,3.5,3.5,1.853448276
7982,2,2,PC2,Bug,1,-3.5,-3.5,3,6.5,3.5,1.336206897
8154,1,2,PC2,Testing,1,-3.5,-3.5,14,17.5,3.5,2.75862069
8310,1,2,PC2,Release,1,3.5,3.5,7,3.5,3.5,1.853448276
8527,3,2,PC2,Bug,1,3.5,3.5,5,1.5,3.5,1.594827586
8579,2,2,PC2,Bug,1,3.5,NA,5,1.5,3.5,1.594827586
8579,2,2,PC2,Bug,1,3.5,4.5,5,1.5,3.5,1.594827586
8809,5,2,PC2,Bug,1,-3.5,-3.5,2.5,6,3.5,1.271551724
9157,1,2,PC2,Bug,1,3.5,4,7,3.5,3.5,1.853448276
9157,1,2,PC2,Bug,1,3.5,NA,7,3.5,3.5,1.853448276
9475,3,2,PC2,Enhancement,1,3.5,3.5,14,10.5,3.5,2.75862069
9688,1,9,PC9,Enhancement,1,3.5,3.5,30,26.5,3.5,4.827586207
9707,3,4,PC4,Release,1,3.5,3.5,7,3.5,3.5,1.853448276
9823,4,9,PC9,Enhancement,1,-3.5,0,2,5.5,3.5,1.206896552
9823,4,9,PC9,Enhancement,1,-3.5,NA,2,5.5,3.5,1.206896552
9912,2,4,PC4,Enhancement,1,3.5,3.5,4,0.5,3.5,1.465517241
9977,1,4,PC4,Enhancement,1,3.5,3.5,7,3.5,3.5,1.853448276
10344,1,9,PC9,Enhancement,1,-3.5,-3.5,7,10.5,3.5,1.853448276
10853,4,9,PC9,Enhancement,1,-3.5,-3.5,5,8.5,3.5,1.594827586
11719,1,13,PC13,Enhancement,1,3.5,3.5,6,2.5,3.5,1.724137931
12223,3,18,PC18,Enhancement,1,3.5,3.5,14,10.5,3.5,2.75862069
13120,1,5,PC5,Enhancement,1,-3.5,-3.5,3.5,7,3.5,1.400862069
14010,1,10,PC10,Enhancement,1,-3.5,-3.5,10,13.5,3.5,2.24137931
12722,1,5,PC5,Enhancement,1,3.49,NA,14,10.51,3.49,2.75862069
12722,1,5,PC5,Enhancement,1,3.49,5.49,14,10.51,3.49,2.75862069
13318,1,5,PC5,Testing,1,3.48,3.48,7,3.52,3.48,1.853448276
12641,1,6,PC6,Enhancement,1,3.44,3.44,7,3.56,3.44,1.853448276
12878,1,5,PC5,Enhancement,1,3.44,NA,14,10.56,3.44,2.75862069
12878,1,5,PC5,Enhancement,1,3.44,7.8,14,10.56,3.44,2.75862069
8070,1,9,PC9,Bug,1,3.4,3.4,3.5,0.1,3.4,1.400862069
10315,1,9,PC9,Enhancement,1,3.4,3.4,7,3.6,3.4,1.853448276
12454,1,6,PC6,Enhancement,1,3.37,3.37,7,3.63,3.37,1.853448276
13352,1,2,PC2,Bug,1,-3.33,-3.33,3.5,6.83,3.33,1.400862069
3601,5,2,PC2,Enhancement,1,-3.3,-2,5,8.3,3.3,1.594827586
3601,5,2,PC2,Enhancement,1,-3.3,NA,5,8.3,3.3,1.594827586
12777,1,5,PC5,Enhancement,1,3.28,8.2,28,24.72,3.28,4.568965517
12777,1,5,PC5,Enhancement,1,3.28,NA,28,24.72,3.28,4.568965517
6481,2,9,PC9,Enhancement,1,-3.28,-3.28,10,13.28,3.28,2.24137931
12105,1,6,PC6,Enhancement,1,3.27,3.27,7,3.73,3.27,1.853448276
12493,1,6,PC6,Enhancement,1,-3.26,-3.26,14,17.26,3.26,2.75862069
5508,1,2,PC2,Bug,1,-3.26,-3.26,2.5,5.76,3.26,1.271551724
4156,1,2,PC2,Bug,1,-3.25,-1.75,2,5.25,3.25,1.206896552
4156,1,2,PC2,Bug,1,-3.25,NA,2,5.25,3.25,1.206896552
4834,8,2,PC2,Enhancement,1,-3.25,NA,5,8.25,3.25,1.594827586
4834,8,2,PC2,Enhancement,1,-3.25,-2.5,5,8.25,3.25,1.594827586
5088,5,2,PC2,Enhancement,1,3.25,3.25,5,1.75,3.25,1.594827586
5819,5,9,PC9,Enhancement,1,-3.25,2.75,14,17.25,3.25,2.75862069
5819,5,9,PC9,Enhancement,1,-3.25,NA,14,17.25,3.25,2.75862069
6119,5,2,PC2,Enhancement,1,-3.25,-3.25,3,6.25,3.25,1.336206897
6326,3,9,PC9,Enhancement,1,3.25,19.25,21,17.75,3.25,3.663793103
6326,3,9,PC9,Enhancement,1,3.25,NA,21,17.75,3.25,3.663793103
6348,5,2,PC2,Enhancement,1,-3.25,-3.25,6,9.25,3.25,1.724137931
6371,5,9,PC9,Enhancement,1,3.25,3.25,10,6.75,3.25,2.24137931
6442,1,9,PC9,Bug,1,3.25,3.25,5,1.75,3.25,1.594827586
7330,1,2,PC2,Release,1,-3.25,-3.25,10,13.25,3.25,2.24137931
7334,1,9,PC9,Enhancement,1,-3.25,-3.25,0.5,3.75,3.25,1.012931034
7592,1,2,PC2,Bug,1,3.25,3.25,5,1.75,3.25,1.594827586
8408,1,9,PC9,Bug,1,3.25,4.5,5,1.75,3.25,1.594827586
8408,1,9,PC9,Bug,1,3.25,NA,5,1.75,3.25,1.594827586
8408,1,9,PC9,Bug,1,3.25,NA,5,1.75,3.25,1.594827586
8511,3,2,PC2,Bug,1,-3.25,-3.25,5,8.25,3.25,1.594827586
8591,5,2,PC2,Enhancement,1,3.25,NA,14,10.75,3.25,2.75862069
8591,5,2,PC2,Enhancement,1,3.25,6.5,14,10.75,3.25,2.75862069
8911,5,9,PC9,Bug,1,-3.25,-3.25,3,6.25,3.25,1.336206897
9530,1,2,PC2,Bug,1,-3.25,-0.75,2,5.25,3.25,1.206896552
9530,1,2,PC2,Bug,1,-3.25,NA,2,5.25,3.25,1.206896552
9774,1,4,PC4,Release,1,-3.25,-3.25,7,10.25,3.25,1.853448276
9873,1,4,PC4,Release,1,-3.25,3.75,12,15.25,3.25,2.5
9873,1,4,PC4,Release,1,-3.25,NA,12,15.25,3.25,2.5
9873,1,4,PC4,Release,1,-3.25,NA,12,15.25,3.25,2.5
9873,1,4,PC4,Release,1,-3.25,NA,12,15.25,3.25,2.5
9873,1,4,PC4,Release,1,-3.25,NA,12,15.25,3.25,2.5
12137,1,6,PC6,Testing,1,-3.24,-3.24,1.5,4.74,3.24,1.142241379
12081,1,6,PC6,Enhancement,1,-3.22,NA,2.5,5.72,3.22,1.271551724
12081,1,6,PC6,Enhancement,1,-3.22,-0.36,2.5,5.72,3.22,1.271551724
12536,1,6,PC6,Release,1,-3.2,-3.2,35,38.2,3.2,5.474137931
9634,1,4,PC4,Enhancement,1,3.17,NA,49,45.83,3.17,7.284482759
9634,1,4,PC4,Enhancement,1,3.17,NA,49,45.83,3.17,7.284482759
9634,1,4,PC4,Enhancement,1,3.17,5.75,49,45.83,3.17,7.284482759
6026,1,9,PC9,Release,1,-3.17,NA,7,10.17,3.17,1.853448276
6026,1,9,PC9,Release,1,-3.17,1.75,7,10.17,3.17,1.853448276
12520,1,6,PC6,Release,1,3.14,3.14,3.5,0.36,3.14,1.400862069
12304,1,6,PC6,Release,1,3.14,3.14,5,1.86,3.14,1.594827586
13650,1,5,PC5,Enhancement,1,3.14,3.14,5,1.86,3.14,1.594827586
13099,1,5,PC5,Enhancement,1,-3.13,-3.13,7,10.13,3.13,1.853448276
6574,1,9,PC9,Enhancement,1,-3.13,NA,14,17.13,3.13,2.75862069
6574,1,9,PC9,Enhancement,1,-3.13,2.25,14,17.13,3.13,2.75862069
8494,1,9,PC9,Enhancement,1,-3.1,2.5,7,10.1,3.1,1.853448276
8494,1,9,PC9,Enhancement,1,-3.1,NA,7,10.1,3.1,1.853448276
8491,1,9,PC9,Bug,1,3.05,3.05,3.5,0.45,3.05,1.400862069
13346,1,5,PC5,Enhancement,1,3.01,3.01,3.5,0.49,3.01,1.400862069
3441,3,2,PC2,Bug,1,3,3,7,4,3,1.853448276
3569,1,2,PC2,Bug,1,3,3,5,2,3,1.594827586
3592,1,2,PC2,Bug,1,-3,-3,21,24,3,3.663793103
3603,4,2,PC2,Enhancement,1,-3,-2.5,5,8,3,1.594827586
3603,4,2,PC2,Enhancement,1,-3,NA,5,8,3,1.594827586
3616,5,17,PC17,Release,1,-3,-3,4,7,3,1.465517241
3656,4,17,PC17,Enhancement,1,-3,-3,4,7,3,1.465517241
3706,1,2,PC2,Enhancement,1,3,3,5,2,3,1.594827586
3731,1,2,PC2,Enhancement,1,-3,-3,3,6,3,1.336206897
3845,1,8,PC8,Enhancement,1,-3,-1,1,4,3,1.077586207
3845,1,8,PC8,Enhancement,1,-3,NA,1,4,3,1.077586207
3996,2,16,PC16,Enhancement,1,3,3,7,4,3,1.853448276
4095,5,2,PC2,Bug,1,-3,-3,5,8,3,1.594827586
4097,1,2,PC2,Release,1,3,3,14,11,3,2.75862069
4229,7,2,PC2,Bug,1,3,3,5,2,3,1.594827586
4387,5,2,PC2,Bug,1,-3,-3,2,5,3,1.206896552
4403,2,9,PC9,Bug,1,3,3,7,4,3,1.853448276
4421,5,2,PC2,Bug,1,-3,-3,2,5,3,1.206896552
4470,1,2,PC2,Enhancement,1,-3,NA,14,17,3,2.75862069
4470,1,2,PC2,Enhancement,1,-3,0.5,14,17,3,2.75862069
4487,5,2,PC2,Bug,1,3,3,5,2,3,1.594827586
4516,1,17,PC17,Enhancement,1,3,3,14,11,3,2.75862069
4534,2,17,PC17,Enhancement,1,3,3,5,2,3,1.594827586
4624,2,2,PC2,Bug,1,3,3,7,4,3,1.853448276
5096,1,2,PC2,Testing,1,3,3,14,11,3,2.75862069
5107,5,2,PC2,Enhancement,1,3,3,5,2,3,1.594827586
5113,5,2,PC2,Enhancement,1,3,3,3.5,0.5,3,1.400862069
5170,1,2,PC2,Enhancement,1,3,3,3.5,0.5,3,1.400862069
5472,1,2,PC2,Enhancement,1,3,3,3.1,0.1,3,1.349137931
5519,5,9,PC9,Enhancement,1,-3,-3,7,10,3,1.853448276
5759,7,2,PC2,Enhancement,1,3,3,3.5,0.5,3,1.400862069
5796,5,2,PC2,Enhancement,1,-3,NA,7,10,3,1.853448276
5796,5,2,PC2,Enhancement,1,-3,2,7,10,3,1.853448276
5936,1,2,PC2,Enhancement,1,3,3,10,7,3,2.24137931
5971,1,9,PC9,Testing,1,3,3,5,2,3,1.594827586
6096,1,2,PC2,Enhancement,1,3,3,7,4,3,1.853448276
6251,1,2,PC2,Enhancement,1,3,3,8,5,3,1.982758621
6300,5,9,PC9,Bug,1,3,3,4,1,3,1.465517241
6474,4,2,PC2,Enhancement,1,-3,-3,3.5,6.5,3,1.400862069
6507,1,9,PC9,Enhancement,1,-3,-3,7,10,3,1.853448276
6634,1,2,PC2,Enhancement,1,3,3,14,11,3,2.75862069
6655,1,2,PC2,Enhancement,1,-3,-3,10,13,3,2.24137931
6731,1,2,PC2,Enhancement,1,3,3,7,4,3,1.853448276
6758,1,9,PC9,Enhancement,1,3,3,4,1,3,1.465517241
6864,1,2,PC2,Enhancement,1,-3,-3,4,7,3,1.465517241
6917,1,9,PC9,Enhancement,1,3,3,7,4,3,1.853448276
6918,5,2,PC2,Enhancement,1,3,3,7,4,3,1.853448276
6980,1,9,PC9,Bug,1,-3,-3,2,5,3,1.206896552
7147,2,2,PC2,Bug,1,-3,-3,3.5,6.5,3,1.400862069
7272,1,2,PC2,Enhancement,1,-3,0,4,7,3,1.465517241
7272,1,2,PC2,Enhancement,1,-3,NA,4,7,3,1.465517241
7323,1,2,PC2,Enhancement,1,3,3,10,7,3,2.24137931
7328,1,2,PC2,Bug,1,3,NA,7,4,3,1.853448276
7328,1,2,PC2,Bug,1,3,5,7,4,3,1.853448276
7356,6,18,PC18,Release,1,-3,-3,14,17,3,2.75862069
7357,1,2,PC2,Bug,1,-3,-3,1,4,3,1.077586207
7475,5,9,PC9,Enhancement,1,-3,NA,3,6,3,1.336206897
7475,5,9,PC9,Enhancement,1,-3,0,3,6,3,1.336206897
7609,1,2,PC2,Bug,1,3,3,7,4,3,1.853448276
7632,3,9,PC9,Bug,1,-3,1,5,8,3,1.594827586
7632,3,9,PC9,Bug,1,-3,NA,5,8,3,1.594827586
7665,2,2,PC2,Bug,1,-3,-3,5,8,3,1.594827586
7677,1,2,PC2,Bug,1,-3,-3,3,6,3,1.336206897
7706,1,2,PC2,Enhancement,1,-3,-3,3,6,3,1.336206897
7807,1,9,PC9,Release,1,3,3,7,4,3,1.853448276
7886,1,2,PC2,Bug,1,-3,-3,1,4,3,1.077586207
8091,2,16,PC16,Bug,1,3,3,16,13,3,3.017241379
8216,5,9,PC9,Bug,1,-3,-3,10,13,3,2.24137931
8269,1,2,PC2,Bug,1,3,3,4,1,3,1.465517241
8287,1,2,PC2,Release,1,3,3,7,4,3,1.853448276
8292,1,2,PC2,Release,1,3,3,7,4,3,1.853448276
8313,1,2,PC2,Testing,1,3,3,7,4,3,1.853448276
8344,1,2,PC2,Testing,1,-3,-3,5,8,3,1.594827586
8537,2,2,PC2,Enhancement,1,-3,-3,2,5,3,1.206896552
8744,1,9,PC9,Enhancement,1,3,NA,7,4,3,1.853448276
8744,1,9,PC9,Enhancement,1,3,5,7,4,3,1.853448276
8857,2,2,PC2,Bug,1,-3,-3,2,5,3,1.206896552
8996,1,2,PC2,Release,1,3,3,7,4,3,1.853448276
9087,2,2,PC2,Bug,1,-3,-3,4,7,3,1.465517241
9509,1,4,PC4,Enhancement,1,3,3,7,4,3,1.853448276
9551,5,4,PC4,Enhancement,1,3,3,10,7,3,2.24137931
9586,1,2,PC2,Release,1,3,3,7,4,3,1.853448276
9662,1,4,PC4,Release,1,-3,2,7,10,3,1.853448276
9662,1,4,PC4,Release,1,-3,NA,7,10,3,1.853448276
9662,1,4,PC4,Release,1,-3,NA,7,10,3,1.853448276
9671,1,2,PC2,Release,1,3,3,7,4,3,1.853448276
9729,1,4,PC4,Enhancement,1,-3,NA,28,31,3,4.568965517
9729,1,4,PC4,Enhancement,1,-3,15.5,28,31,3,4.568965517
9869,2,4,PC4,Testing,1,3,3,7,4,3,1.853448276
