"TaskNumber","Priority","StatusCode","ProjectCode","SubCategory","#Developers","TaskPerformance","DeveloperPerformance","HoursEstimate","HoursLogged"
"3433","5","RELEASED","PC2","Bug","1","12.25","12.25","14","1.75"
"3434","3","RELEASED","PC2","Bug","1","3.5","3.5","7","3.5"
"3436","1","RELEASED","PC2","Bug","1","-3.5","0","3.5","7"
"3436","1","RELEASED","PC2","Bug","1","-3.5","NA","3.5","7"
"3437","10","FINISHED","PC2","Enhancement","1","0","NA","0.7","0.7"
"3440","4","COMPLETED","PC2","Bug","1","-3.5","NA","3.5","7"
"3440","4","COMPLETED","PC2","Bug","1","-3.5","0","3.5","7"
"3441","3","FINISHED","PC2","Bug","1","3","3","7","4"
"3444","5","FINISHED","PC2","Bug","1","-0.1","0.4","1.4","1.5"
"3444","5","FINISHED","PC2","Bug","1","-0.1","NA","1.4","1.5"
"3446","1","FINISHED","PC11","Release","1","0","7","14","14"
"3446","1","FINISHED","PC11","Release","1","0","NA","14","14"
"3447","1","FINISHED","PC9","Enhancement","1","5","5","7","2"
"3453","10","FINISHED","PC9","Enhancement","1","-0.3","-0.3","0.2","0.5"
"3455","5","COMPLETED","PC2","Release","1","1","1","7","6"
"3456","5","COMPLETED","PC17","Enhancement","1","18","18","25","7"
"3457","5","COMPLETED","PC17","Enhancement","1","0","0","4","4"
"3460","1","FINISHED","PC11","Bug","1","0","0","0.33","0.33"
"3461","1","FINISHED","PC11","Enhancement","1","0","0","0.32","0.32"
"3462","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3463","8","FINISHED","PC11","Enhancement","1","0","0","0.1","0.1"
"3464","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3465","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3466","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3467","4","FINISHED","PC11","Bug","1","0","0","1.5","1.5"
"3470","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3471","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3472","1","FINISHED","PC11","Bug","1","0","0","0.33","0.33"
"3474","5","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3475","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3478","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3479","10","FINISHED","PC11","Bug","1","0","0","3","3"
"3481","2","FINISHED","PC11","Bug","1","0","0","0.5","0.5"
"3482","5","FINISHED","PC11","Bug","1","0.66","0.66","2.66","2"
"3483","7","RELEASED","PC2","Enhancement","1","-0.2","-0.2","0.3","0.5"
"3486","1","FINISHED","PC11","Bug","1","0","0","2","2"
"3489","1","FINISHED","PC11","Bug","1","-1.4","-1.4","1.2","2.6"
"3490","1","FINISHED","PC16","Enhancement","1","4","4","10","6"
"3492","1","FINISHED","PC16","Enhancement","1","-8","-8","2.5","10.5"
"3495","1","FINISHED","PC11","Enhancement","1","1","1","2.5","1.5"
"3496","1","FINISHED","PC11","Bug","1","0.4","0.4","0.5","0.1"
"3497","1","FINISHED","PC11","Enhancement","1","0.23","0.23","1","0.77"
"3499","2","FINISHED","PC2","Enhancement","1","-15","-15","14","29"
"3501","1","FINISHED","PC11","Enhancement","1","0","0","1","1"
"3503","1","FINISHED","PC11","Enhancement","1","0","0","3.5","3.5"
"3504","4","FINISHED","PC2","Bug","1","2","2","5","3"
"3505","1","FINISHED","PC11","Bug","1","0.63","0.63","1","0.37"
"3507","5","COMPLETED","PC9","Bug","1","2","2","3","1"
"3510","1","FINISHED","PC11","Release","1","-1","-1","1","2"
"3511","2","FINISHED","PC11","Enhancement","1","0","0","0.1","0.1"
"3512","6","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3516","6","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3517","3","FINISHED","PC11","Enhancement","1","0","0","0.5","0.5"
"3520","2","FINISHED","PC11","Enhancement","1","14.38","NA","15","0.62"
"3522","1","RELEASED","PC2","Enhancement","1","-2.7","0","2.7","5.4"
"3522","1","RELEASED","PC2","Enhancement","1","-2.7","NA","2.7","5.4"
"3523","1","COMPLETED","PC2","Enhancement","1","1.5","1.5","5","3.5"
"3526","5","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3530","1","FINISHED","PC9","Bug","1","6.46","6.46","7","0.54"
"3531","6","FINISHED","PC11","Bug","1","0.4","0.4","0.5","0.1"
"3532","1","FINISHED","PC9","Bug","1","-1.49","-1.49","1","2.49"
"3540","1","FINISHED","PC11","Enhancement","1","2.54","2.54","4","1.46"
"3541","1","FINISHED","PC11","Release","1","-0.19","-0.19","1","1.19"
"3543","4","FINISHED","PC9","Bug","1","1.2","1.2","2","0.8"
"3544","1","FINISHED","PC11","Release","1","-0.22","-0.22","0.5","0.72"
"3545","1","FINISHED","PC11","Bug","1","0.5","0.5","1","0.5"
"3546","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3549","3","FINISHED","PC2","Bug","1","-2.5","4.5","5","7.5"
"3549","3","FINISHED","PC2","Bug","1","-2.5","NA","5","7.5"
"3550","1","FINISHED","PC11","Enhancement","1","-7","NA","4","11"
"3550","1","FINISHED","PC11","Enhancement","1","-7","-4","4","11"
"3551","2","COMPLETED","PC17","Enhancement","1","-31.5","NA","15","46.5"
"3551","2","COMPLETED","PC17","Enhancement","1","-31.5","-29.5","15","46.5"
"3551","2","COMPLETED","PC17","Enhancement","1","-31.5","NA","15","46.5"
"3553","1","FINISHED","PC11","Bug","1","-0.81","-0.81","0.1","0.91"
"3557","1","FINISHED","PC11","Bug","1","0.9","0.9","1","0.1"
"3560","3","FINISHED","PC11","Bug","1","0.3","0.3","0.5","0.2"
"3561","5","RELEASED","PC2","Enhancement","1","0","0","0.5","0.5"
"3562","3","RELEASED","PC2","Enhancement","1","3.5","3.5","7","3.5"
"3564","1","FINISHED","PC9","Bug","1","1.45","1.45","2","0.55"
"3565","1","FINISHED","PC11","Enhancement","1","-3.5","-3.5","1","4.5"
"3567","1","FINISHED","PC11","Bug","1","0","0","0.1","0.1"
"3569","1","COMPLETED","PC2","Bug","1","3","3","5","2"
"3570","1","FINISHED","PC9","Bug","1","-0.75","-0.75","1","1.75"
"3571","8","FINISHED","PC9","Bug","1","2","2","3","1"
"3572","3","FINISHED","PC11","Bug","1","0","0","0.5","0.5"
"3573","3","FINISHED","PC2","Bug","1","1.5","1.5","2","0.5"
"3577","1","FINISHED","PC9","Release","1","-0.31","-0.31","1","1.31"
"3578","1","FINISHED","PC2","Bug","1","0.5","0.5","5","4.5"
"3579","1","FINISHED","PC9","Bug","1","0.4","0.4","0.5","0.1"
"3581","4","FINISHED","PC9","Enhancement","1","-35.25","-23.5","16","51.25"
"3581","4","FINISHED","PC9","Enhancement","1","-35.25","NA","16","51.25"
"3583","1","FINISHED","PC11","Release","1","-0.25","-0.25","0.5","0.75"
"3584","2","RELEASED","PC2","Enhancement","1","0","0","0.25","0.25"
"3586","3","COMPLETED","PC9","Bug","1","0.5","0.5","1.5","1"
"3587","2","FINISHED","PC11","Enhancement","1","0.75","1.75","3","2.25"
"3587","2","FINISHED","PC11","Enhancement","1","0.75","NA","3","2.25"
"3589","5","FINISHED","PC2","Bug","1","3.5","3.5","4","0.5"
"3590","3","COMPLETED","PC17","Enhancement","1","-2","-2","8","10"
"3592","1","FINISHED","PC2","Bug","1","-3","-3","21","24"
"3593","5","RELEASED","PC2","Enhancement","1","0.6","0.6","4","3.4"
"3594","5","FINISHED","PC11","Bug","1","0","0","0.5","0.5"
"3595","1","FINISHED","PC11","Bug","1","10","10","14","4"
"3596","1","COMPLETED","PC2","Enhancement","1","0","0","14","14"
"3597","1","COMPLETED","PC16","Enhancement","1","0","0","4","4"
"3599","8","FINISHED","PC2","Enhancement","1","-2","-2","1","3"
"3601","5","FINISHED","PC2","Enhancement","1","-3.3","-2","5","8.3"
"3601","5","FINISHED","PC2","Enhancement","1","-3.3","NA","5","8.3"
"3602","3","FINISHED","PC2","Enhancement","1","-11.09","NA","15","26.09"
"3602","3","FINISHED","PC2","Enhancement","1","-11.09","-10.22","15","26.09"
"3603","4","FINISHED","PC2","Enhancement","1","-3","-2.5","5","8"
"3603","4","FINISHED","PC2","Enhancement","1","-3","NA","5","8"
"3606","1","FINISHED","PC2","Bug","1","0","0","1","1"
"3609","1","COMPLETED","PC16","Enhancement","1","0","0","4","4"
"3610","1","FINISHED","PC16","Enhancement","1","1","1","4","3"
"3612","2","FINISHED","PC11","Enhancement","1","-0.5","-0.5","0.5","1"
"3614","3","COMPLETED","PC2","Bug","1","0","0","4","4"
"3615","2","FINISHED","PC11","Bug","1","0.4","0.4","0.5","0.1"
"3616","5","COMPLETED","PC17","Release","1","-3","-3","4","7"
"3617","5","COMPLETED","PC17","Release","1","-10","-10","6","16"
"3618","5","RELEASED","PC2","Enhancement","1","-2","-2","1","3"
"3619","5","RELEASED","PC2","Bug","1","0.5","NA","4","3.5"
"3625","2","FINISHED","PC11","Bug","1","4.14","4.14","14.5","10.36"
"3630","1","FINISHED","PC11","Enhancement","1","2.75","NA","6.25","3.5"
"3630","1","FINISHED","PC11","Enhancement","1","2.75","4.25","6.25","3.5"
"3632","2","FINISHED","PC11","Enhancement","1","-0.62","-0.62","2","2.62"
"3634","2","FINISHED","PC11","Enhancement","1","-0.53","-0.53","0.5","1.03"
"3635","1","FINISHED","PC11","Enhancement","1","-1.1","-1.1","7","8.1"
"3636","1","FINISHED","PC11","Enhancement","1","-0.1","-0.1","4","4.1"
"3638","2","FINISHED","PC11","Release","1","0","0","7","7"
"3639","1","FINISHED","PC11","Bug","1","0.4","0.4","0.5","0.1"
"3640","2","RELEASED","PC2","Enhancement","1","0","0","1","1"
"3641","3","FINISHED","PC2","Release","1","4.5","4.5","30","25.5"
"3644","3","RELEASED","PC2","Bug","1","-2","-1.5","3","5"
"3644","3","RELEASED","PC2","Bug","1","-2","NA","3","5"
"3645","3","RELEASED","PC2","Bug","1","-11.45","NA","5","16.45"
"3645","3","RELEASED","PC2","Bug","1","-11.45","NA","5","16.45"
"3645","3","RELEASED","PC2","Bug","1","-11.45","-8.25","5","16.45"
"3647","1","FINISHED","PC11","Release","1","0","0","1.5","1.5"
"3648","2","COMPLETED","PC2","Bug","1","0","0","0.1","0.1"
"3649","1","FINISHED","PC9","Release","1","0.5","0.5","1","0.5"
"3650","1","FINISHED","PC2","Bug","1","1.5","1.5","2","0.5"
"3651","1","FINISHED","PC9","Bug","1","0.05","0.05","1","0.95"
"3652","1","FINISHED","PC9","Release","1","0.2","0.2","0.5","0.3"
"3653","1","FINISHED","PC11","Release","1","-0.25","-0.25","0.5","0.75"
"3654","1","FINISHED","PC2","Bug","1","0","0","1","1"
"3656","4","COMPLETED","PC17","Enhancement","1","-3","-3","4","7"
"3657","1","FINISHED","PC11","Enhancement","1","-4.37","-4.37","0.5","4.87"
"3658","4","COMPLETED","PC17","Enhancement","1","15.5","15.5","21","5.5"
"3662","1","FINISHED","PC11","Enhancement","1","0.3","0.3","0.75","0.45"
"3664","1","FINISHED","PC11","Enhancement","1","-1.28","-1.28","2","3.28"
"3667","4","COMPLETED","PC17","Enhancement","1","0","0","4","4"
"3668","1","FINISHED","PC11","Enhancement","1","0","0","1","1"
"3670","2","FINISHED","PC11","Enhancement","1","0.5","0.5","1","0.5"
"3671","4","RELEASED","PC2","Enhancement","1","1","1","3","2"
"3673","2","FINISHED","PC11","Enhancement","1","-15.45","-8.87","7.5","22.95"
"3673","2","FINISHED","PC11","Enhancement","1","-15.45","NA","7.5","22.95"
"3674","1","RELEASED","PC2","Enhancement","1","-17","-17","7","24"
"3675","4","COMPLETED","PC17","Enhancement","1","2.5","2.5","3","0.5"
"3676","1","FINISHED","PC2","Release","1","0","0","0.5","0.5"
"3677","1","FINISHED","PC2","Enhancement","1","0.2","0.2","0.5","0.3"
"3678","1","FINISHED","PC16","Bug","1","2","2","10","8"
"3679","1","FINISHED","PC11","Enhancement","1","-1.8","-1.8","4","5.8"
"3680","1","FINISHED","PC2","Release","1","0.6","0.6","1","0.4"
"3681","5","COMPLETED","PC17","Enhancement","1","0.5","0.5","5","4.5"
"3682","1","FINISHED","PC11","Enhancement","1","0.25","0.25","1","0.75"
"3684","1","FINISHED","PC17","Enhancement","1","0","0","2","2"
"3685","4","COMPLETED","PC17","Enhancement","1","0.5","0.5","1","0.5"
"3686","1","FINISHED","PC2","Enhancement","1","0","0","1","1"
"3687","4","RELEASED","PC2","Bug","1","4","4","5","1"
"3688","1","FINISHED","PC11","Bug","1","0.9","0.9","1","0.1"
"3692","1","FINISHED","PC11","Bug","1","-1","-1","1","2"
"3695","3","RELEASED","PC2","Bug","1","-19.75","NA","15","34.75"
"3695","3","RELEASED","PC2","Bug","1","-19.75","-10.25","15","34.75"
"3696","1","FINISHED","PC9","Bug","1","0","0","1","1"
"3697","1","FINISHED","PC9","Bug","1","0","0","1","1"
"3699","1","FINISHED","PC16","Enhancement","1","5","5","14","9"
"3700","4","COMPLETED","PC17","Enhancement","1","4","4","7","3"
"3701","1","FINISHED","PC9","Enhancement","1","-0.1","-0.1","1","1.1"
"3702","7","COMPLETED","PC17","Enhancement","1","11.25","11.25","12","0.75"
"3703","1","FINISHED","PC11","Enhancement","1","-3.8","-3.8","5","8.8"
"3706","1","FINISHED","PC2","Enhancement","1","3","3","5","2"
"3711","1","RELEASED","PC2","Bug","1","0","0","2","2"
"3713","1","RELEASED","PC2","Enhancement","1","0","0","1","1"
"3714","5","FINISHED","PC2","Enhancement","1","1.4","1.4","2","0.6"
"3716","3","COMPLETED","PC9","Bug","1","-1.75","-1.75","2","3.75"
"3717","3","FINISHED","PC9","Enhancement","1","1","1","2","1"
"3720","6","COMPLETED","PC17","Enhancement","1","0","0","2","2"
"3721","1","FINISHED","PC2","Release","1","0","0","0.5","0.5"
"3728","1","FINISHED","PC2","Release","1","0","0","1","1"
"3731","1","FINISHED","PC2","Enhancement","1","-3","-3","3","6"
"3733","1","COMPLETED","PC2","Bug","1","0","0","1","1"
"3734","4","COMPLETED","PC17","Enhancement","1","-6","-6","35","41"
"3736","5","COMPLETED","PC17","Enhancement","1","37.6","37.6","56","18.4"
"3739","1","FINISHED","PC2","Release","1","0.3","0.3","0.5","0.2"
"3742","1","FINISHED","PC2","Release","1","0","0","0.5","0.5"
"3743","1","FINISHED","PC2","Bug","1","0","0","2","2"
"3744","1","FINISHED","PC2","Enhancement","1","0.1","0.1","0.5","0.4"
"3745","4","COMPLETED","PC2","Enhancement","1","6.9","6.9","10","3.1"
"3746","1","FINISHED","PC2","Enhancement","1","0.5","0.5","1","0.5"
"3749","1","FINISHED","PC2","Enhancement","1","-1","1","3","4"
"3749","1","FINISHED","PC2","Enhancement","1","-1","NA","3","4"
"3752","5","FINISHED","PC2","Enhancement","1","0","0","7","7"
"3753","2","FINISHED","PC2","Bug","1","0","0","1","1"
"3754","1","FINISHED","PC2","Enhancement","1","0.1","0.1","0.5","0.4"
"3755","1","FINISHED","PC2","Enhancement","1","-127.85","NA","14","141.85"
"3755","1","FINISHED","PC2","Enhancement","1","-127.85","-43.6","14","141.85"
"3758","1","FINISHED","PC2","Release","1","0.1","0.1","0.2","0.1"
"3759","4","COMPLETED","PC17","Enhancement","1","1","1.5","3.5","2.5"
"3759","4","COMPLETED","PC17","Enhancement","1","1","NA","3.5","2.5"
"3760","1","FINISHED","PC2","Enhancement","1","0","0","0.5","0.5"
"3762","3","FINISHED","PC11","Enhancement","1","-0.5","-0.5","1","1.5"
"3767","2","FINISHED","PC11","Enhancement","1","0.05","0.05","0.35","0.3"
"3768","1","FINISHED","PC2","Release","1","0","0","0.2","0.2"
"3771","4","FINISHED","PC2","Enhancement","1","0","0","0.2","0.2"
"3773","1","FINISHED","PC11","Release","1","0","0","0.75","0.75"
"3777","2","FINISHED","PC2","Enhancement","1","-0.5","-0.5","1","1.5"
"3778","7","FINISHED","PC9","Bug","1","-0.25","-0.25","0.5","0.75"
"3779","1","FINISHED","PC9","Bug","1","1.25","1.25","2","0.75"
"3781","1","FINISHED","PC11","Enhancement","1","-0.5","-0.5","1","1.5"
"3783","2","FINISHED","PC11","Enhancement","1","-4.5","-4.5","2","6.5"
"3786","2","FINISHED","PC11","Enhancement","1","0.1","0.1","1.5","1.4"
"3788","1","FINISHED","PC2","Enhancement","1","0.1","0.1","0.4","0.3"
"3789","1","FINISHED","PC11","Release","1","0.5","0.5","2","1.5"
"3790","2","FINISHED","PC11","Enhancement","1","0","0","0.1","0.1"
"3791","1","FINISHED","PC2","Release","1","0.25","0.25","1","0.75"
"3792","1","FINISHED","PC2","Enhancement","1","0.5","0.5","4","3.5"
"3796","5","COMPLETED","PC17","Enhancement","1","-15","-15","4","19"
"3801","1","RELEASED","PC2","Enhancement","1","-5.5","-5.5","3","8.5"
"3804","1","FINISHED","PC2","Bug","1","-4.5","-4.5","3","7.5"
"3806","1","FINISHED","PC2","Enhancement","1","-6","-6","7","13"
"3810","2","FINISHED","PC2","Bug","1","0","0","0.5","0.5"
"3811","4","FINISHED","PC11","Enhancement","1","0","0","0.5","0.5"
"3813","1","FINISHED","PC11","Release","1","-15.6","-6.75","2.5","18.1"
"3813","1","FINISHED","PC11","Release","1","-15.6","NA","2.5","18.1"
"3815","1","RELEASED","PC2","Enhancement","1","0","0","0.5","0.5"
"3817","1","FINISHED","PC2","Bug","1","0","0","0.5","0.5"
"3818","1","FINISHED","PC2","Enhancement","1","0","0","0.5","0.5"
"3819","1","FINISHED","PC2","Enhancement","1","1.2","1.2","1.5","0.3"
"3820","5","FINISHED","PC2","Enhancement","1","2","2","3","1"
"3826","5","FINISHED","PC2","Enhancement","1","0","0","7","7"
"3828","1","COMPLETED","PC17","Enhancement","1","-7.7","NA","14","21.7"
"3828","1","COMPLETED","PC17","Enhancement","1","-7.7","-6.7","14","21.7"
"3829","1","FINISHED","PC2","Enhancement","1","0.5","0.5","1","0.5"
"3832","2","FINISHED","PC2","Bug","1","-1.5","NA","3","4.5"
"3832","2","FINISHED","PC2","Bug","1","-1.5","-0.5","3","4.5"
"3833","2","FINISHED","PC2","Bug","1","1","1","4","3"
"3834","2","FINISHED","PC2","Bug","1","0","NA","1","1"
"3834","2","FINISHED","PC2","Bug","1","0","0.5","1","1"
"3837","1","FINISHED","PC2","Enhancement","1","1.4","NA","2","0.6"
"3839","1","FINISHED","PC9","Bug","1","4","5.5","7","3"
"3839","1","FINISHED","PC9","Bug","1","4","NA","7","3"
"3840","1","FINISHED","PC2","Bug","1","-0.5","-0.5","1","1.5"
"3841","1","FINISHED","PC8","Enhancement","1","-1.5","NA","1.5","3"
"3841","1","FINISHED","PC8","Enhancement","1","-1.5","0","1.5","3"
"3845","1","FINISHED","PC8","Enhancement","1","-3","-1","1","4"
"3845","1","FINISHED","PC8","Enhancement","1","-3","NA","1","4"
"3846","1","FINISHED","PC2","Bug","1","-1","-1","2","3"
"3847","5","FINISHED","PC2","Bug","1","0","NA","1","1"
"3850","1","FINISHED","PC9","Release","1","0","0","0.75","0.75"
"3854","1","FINISHED","PC11","Enhancement","1","-2","-2","1","3"
"3855","1","FINISHED","PC11","Enhancement","1","-0.29","-0.29","0.75","1.04"
"3857","1","RELEASED","PC2","Enhancement","1","0","0","0.75","0.75"
"3860","5","FINISHED","PC2","Bug","1","0","0","0.5","0.5"
"3862","3","COMPLETED","PC17","Enhancement","1","-34.95","NA","5","39.95"
"3862","3","COMPLETED","PC17","Enhancement","1","-34.95","-27.45","5","39.95"
"3865","5","RELEASED","PC2","Enhancement","1","0","0","1","1"
"3866","8","FINISHED","PC2","Release","1","7","7","14","7"
"3867","2","RELEASED","PC2","Bug","1","-23.8","-23.8","7","30.8"
"3868","5","RELEASED","PC2","Enhancement","1","0","0","1","1"
"3869","2","FINISHED","PC11","Release","1","-5.28","NA","1.5","6.78"
"3869","2","FINISHED","PC11","Release","1","-5.28","-2.53","1.5","6.78"
"3870","5","RELEASED","PC2","Enhancement","1","0","0","2","2"
"3875","1","FINISHED","PC2","Enhancement","1","0","0","0.5","0.5"
"3876","6","COMPLETED","PC17","Enhancement","1","0","0","7","7"
"3877","1","RELEASED","PC2","Enhancement","1","0","0","1","1"
"3882","1","FINISHED","PC11","Testing","1","0.25","0.25","1","0.75"
"3884","1","FINISHED","PC11","Release","1","-0.1","-0.1","0.5","0.6"
"3887","1","FINISHED","PC11","Bug","1","0.25","0.25","0.75","0.5"
"3901","5","RELEASED","PC2","Enhancement","1","0","0","1.5","1.5"
"3904","1","FINISHED","PC11","Bug","1","0.25","0.25","0.75","0.5"
"3905","1","COMPLETED","PC11","Enhancement","1","-10.5","NA","5","15.5"
"3905","1","COMPLETED","PC11","Enhancement","1","-10.5","-8.75","5","15.5"
"3907","1","FINISHED","PC11","Enhancement","1","0.38","0.38","1","0.62"
"3908","1","FINISHED","PC2","Enhancement","1","0","0","1","1"
"3910","1","FINISHED","PC2","Enhancement","1","-10.5","-10.5","21","31.5"
"3911","3","COMPLETED","PC17","Enhancement","1","6.9","6.9","12","5.1"
"3912","1","FINISHED","PC2","Enhancement","1","1","1","2","1"
"3917","5","RELEASED","PC2","Bug","1","0.5","0.5","2","1.5"
"3918","5","FINISHED","PC2","Bug","1","0.5","0.5","2","1.5"
"3920","5","FINISHED","PC2","Bug","1","-10.5","NA","10","20.5"
"3920","5","FINISHED","PC2","Bug","1","-10.5","-9.5","10","20.5"
"3922","1","FINISHED","PC11","Release","1","0.75","0.75","7","6.25"
"3924","1","FINISHED","PC9","Enhancement","1","0.5","0.5","1","0.5"
"3925","1","FINISHED","PC11","Enhancement","1","0","0","0.5","0.5"
"3927","1","FINISHED","PC11","Enhancement","1","-1.25","-1.25","7","8.25"
"3929","10","FINISHED","PC9","Enhancement","1","-19","NA","4","23"
"3929","10","FINISHED","PC9","Enhancement","1","-19","-17","4","23"
"3931","5","COMPLETED","PC17","Enhancement","1","-1.2","-1.2","0.5","1.7"
"3932","1","COMPLETED","PC11","Enhancement","1","-28.35","-26.35","35","63.35"
"3932","1","COMPLETED","PC11","Enhancement","1","-28.35","NA","35","63.35"
"3932","1","COMPLETED","PC11","Enhancement","1","-28.35","NA","35","63.35"
"3938","2","RELEASED","PC2","Bug","1","-8.5","NA","3","11.5"
"3938","2","RELEASED","PC2","Bug","1","-8.5","-7.5","3","11.5"
"3939","2","FINISHED","PC2","Bug","1","0","0","0.5","0.5"
"3944","1","COMPLETED","PC11","Enhancement","1","2.9","2.9","3","0.1"
"3945","1","FINISHED","PC11","Bug","1","0.5","0.5","1","0.5"
"3947","5","COMPLETED","PC17","Enhancement","1","10.5","10.5","21","10.5"
"3981","5","RELEASED","PC2","Enhancement","1","-0.25","-0.25","0.5","0.75"
"3983","1","FINISHED","PC11","Enhancement","1","-2","-2","3","5"
"3984","1","FINISHED","PC11","Enhancement","1","-1","-1","2","3"
"3985","1","FINISHED","PC2","Bug","1","-23.75","-23.75","14","37.75"
"3986","1","RELEASED","PC2","Bug","1","0","0","14","14"
"3987","1","RELEASED","PC2","Bug","1","0","NA","21","21"
"3987","1","RELEASED","PC2","Bug","1","0","NA","21","21"
"3987","1","RELEASED","PC2","Bug","1","0","14","21","21"
"3988","1","FINISHED","PC2","Bug","1","9.5","9.5","21","11.5"
"3991","2","FINISHED","PC16","Enhancement","1","0.5","0.5","2","1.5"
"3995","2","FINISHED","PC16","Enhancement","1","0.5","0.5","3","2.5"
"3996","2","FINISHED","PC16","Enhancement","1","3","3","7","4"
"3997","2","FINISHED","PC16","Enhancement","1","1.5","1.5","2","0.5"
